GeneSymbol	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N1	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N2	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N3	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4	N4
Fos	0.251346598	0.251346598	0.516421439	0.516421439	0.733003355	1.339819105	0.916120756	0.733003355	0.251346598	-1.395448733	0.251346598	0.916120756	0.251346598	-0.572051068	1.453039185	0.916120756	0.251346598	-0.572051068	-0.09039431	1.651484692	0.251346598	0.516421439	1.739518421	2.038057778	1.453039185	0.251346598	1.339819105	0.916120756	1.339819105	1.55640102	0.516421439	0.916120756	1.214660112	1.55640102	1.739518421	1.55640102	2.102284864	1.453039185	1.739518421	1.339819105	0.516421439	1.739518421	0.516421439	0.916120756	0.733003355	-0.09039431	0.251346598	1.339819105	1.55640102	2.221175178	1.074744263	1.651484692	0.516421439	1.453039185	2.16321677	1.651484692	1.739518421	0.516421439	1.651484692	1.453039185	-0.572051068	1.214660112	-0.09039431	0.916120756	0.251346598	1.074744263	1.214660112	-0.572051068	0.251346598	0.516421439	0.251346598	1.339819105	0.916120756	2.102284864	1.739518421	1.074744263	-0.572051068	0.516421439	1.453039185	2.038057778	1.074744263	1.074744263	0.516421439	1.898141928	0.516421439	0.916120756	0.916120756	0.733003355	1.339819105	1.55640102	0.733003355	0.516421439	1.339819105	1.739518421	1.55640102	1.074744263	0.516421439	-1.395448733	-1.395448733	-1.395448733	0.251346598	1.739518421	-1.395448733	-0.09039431	-0.09039431	0.251346598	-0.09039431	-1.395448733	-1.395448733	-0.572051068	0.516421439	-0.572051068	0.516421439	-0.09039431	-0.09039431	-1.395448733	-1.395448733	-1.395448733	0.733003355	-0.09039431	-0.572051068	-1.395448733	-0.572051068	0.516421439	-1.395448733	-0.572051068	-0.09039431	-0.09039431	-1.395448733	-1.395448733	-0.09039431	-1.395448733	-1.395448733	0.251346598	-1.395448733	-0.572051068	1.55640102	0.733003355	-1.395448733	-1.395448733	-0.572051068	-0.572051068	-1.395448733	0.516421439	0.516421439	-1.395448733	-0.09039431	-1.395448733	-0.572051068	-1.395448733	-0.572051068	-1.395448733	-0.09039431	-0.572051068	-0.572051068	-1.395448733	-1.395448733	-0.572051068	-1.395448733	0.251346598	-1.395448733	-1.395448733	1.739518421	-1.395448733	0.251346598	-1.395448733	-0.572051068	-1.395448733	-1.395448733	-1.395448733	1.074744263	0.251346598	-0.572051068	-0.572051068	0.733003355	0.251346598	-0.572051068	-0.09039431	-1.395448733	-0.09039431	-1.395448733	-0.572051068	-0.09039431	-1.395448733	-0.572051068	-0.572051068	-1.395448733	-1.395448733	-1.395448733	-1.395448733	0.516421439	-0.572051068	-0.572051068	-0.572051068	-1.395448733	-1.395448733	-0.572051068	-0.572051068	-1.395448733	-1.395448733	0.516421439	0.516421439	-0.09039431	-0.09039431	-1.395448733	0.251346598	0.516421439	-0.572051068	0.733003355	0.916120756	-0.572051068	-0.572051068	0.916120756	0.251346598	-0.09039431	0.516421439	-0.572051068	0.251346598	0.916120756	-0.572051068	-0.09039431	0.733003355	1.339819105	-0.09039431	1.214660112	-1.395448733	0.251346598	-1.395448733	-0.572051068	0.916120756	-1.395448733	1.55640102	-0.09039431	0.916120756	0.251346598	-0.09039431	-0.09039431	-0.09039431	1.074744263	0.251346598	-0.09039431	-1.395448733	0.251346598	-0.09039431	0.516421439	-0.09039431	0.251346598	-1.395448733	-0.572051068	-1.395448733	-0.09039431	-1.395448733	0.916120756	-1.395448733	-0.09039431	-0.572051068	0.251346598	-1.395448733	-1.395448733	0.251346598	0.916120756	-1.395448733	0.516421439	0.251346598	0.251346598	-1.395448733	0.516421439	0.516421439	0.251346598	-0.09039431	-0.09039431	-0.572051068	-0.572051068	-0.09039431	-1.395448733	-0.572051068	-0.09039431	-1.395448733	-0.572051068	-0.572051068	-0.572051068	-1.395448733	-1.395448733	-1.395448733	-0.572051068	-0.09039431	-0.572051068	-0.572051068	-1.395448733	0.251346598	-0.572051068	-1.395448733	-1.395448733	-0.572051068	-1.395448733	-0.572051068	-1.395448733	-1.395448733	-0.572051068	-1.395448733	0.516421439	0.516421439	0.916120756	-0.09039431	1.074744263	-0.09039431	-0.09039431	0.251346598	-0.09039431	0.916120756	-1.395448733	0.916120756	-0.09039431	0.916120756	1.074744263	0.251346598	1.55640102	-0.572051068	0.251346598	0.251346598	0.516421439	-0.572051068	0.516421439	0.516421439	0.251346598	0.733003355	0.516421439	1.339819105	0.733003355	0.251346598	-0.572051068	-0.09039431	1.453039185	0.516421439	0.251346598	0.251346598	1.074744263	-0.09039431	-0.09039431	0.251346598	-1.395448733	0.916120756	0.251346598	-0.572051068	1.214660112	0.516421439	0.251346598	0.516421439	-0.09039431	-1.395448733	0.733003355	0.516421439	0.733003355	1.074744263	-1.395448733	1.55640102	0.916120756	0.516421439	1.074744263	-1.395448733	0.916120756	-0.572051068	0.251346598	0.251346598	-0.572051068	-1.395448733	-1.395448733	-1.395448733	-1.395448733	0.251346598	-1.395448733	-1.395448733	-1.395448733	-1.395448733	1.55640102	-0.572051068	-1.395448733	-1.395448733	-1.395448733	-0.572051068	-0.572051068	-1.395448733	-1.395448733	-0.572051068
Btg2	-0.338679968	0.238736351	-1.325779686	1.635519468	1.803252389	0.966194882	1.445359566	2.432459284	0.64841975	2.089024289	1.445359566	-1.325779686	-0.338679968	-1.325779686	1.9532946	0.966194882	0.64841975	0.64841975	0.64841975	2.089024289	-0.338679968	0.966194882	1.9532946	1.225836069	0.64841975	1.445359566	1.225836069	0.238736351	0.966194882	0.966194882	1.9532946	1.225836069	1.225836069	0.966194882	-0.338679968	1.9532946	0.238736351	0.64841975	-0.338679968	1.445359566	1.635519468	0.966194882	1.225836069	0.64841975	1.635519468	0.238736351	0.64841975	-0.338679968	2.089024289	0.238736351	0.64841975	1.445359566	0.966194882	1.445359566	0.238736351	-0.338679968	1.9532946	1.9532946	0.966194882	2.089024289	1.635519468	0.64841975	0.966194882	1.225836069	0.64841975	0.238736351	0.238736351	1.225836069	-1.325779686	1.225836069	1.803252389	1.803252389	1.445359566	0.966194882	1.225836069	1.445359566	0.64841975	0.966194882	1.225836069	1.445359566	0.238736351	0.64841975	1.225836069	1.225836069	-1.325779686	0.238736351	1.9532946	2.212935788	0.966194882	1.9532946	0.966194882	1.445359566	1.9532946	-1.325779686	1.225836069	0.238736351	1.225836069	-1.325779686	-1.325779686	0.238736351	0.238736351	-0.338679968	-1.325779686	-0.338679968	0.64841975	-1.325779686	0.238736351	-1.325779686	-0.338679968	-1.325779686	0.64841975	0.238736351	0.238736351	-1.325779686	-0.338679968	0.64841975	0.238736351	-1.325779686	-0.338679968	-1.325779686	-0.338679968	-0.338679968	-0.338679968	0.64841975	1.225836069	0.966194882	0.64841975	-0.338679968	-1.325779686	0.64841975	-0.338679968	0.238736351	-1.325779686	0.966194882	-1.325779686	0.64841975	0.238736351	-0.338679968	-0.338679968	-1.325779686	-1.325779686	-1.325779686	0.238736351	-1.325779686	-1.325779686	0.238736351	0.238736351	-0.338679968	-1.325779686	0.238736351	-1.325779686	0.64841975	-1.325779686	-0.338679968	-1.325779686	-1.325779686	0.64841975	-1.325779686	-0.338679968	-0.338679968	-0.338679968	0.238736351	-0.338679968	0.238736351	-1.325779686	0.238736351	-0.338679968	-0.338679968	0.238736351	0.238736351	-1.325779686	-0.338679968	0.238736351	0.966194882	-1.325779686	-1.325779686	-0.338679968	-0.338679968	-1.325779686	-1.325779686	-0.338679968	-0.338679968	-1.325779686	0.238736351	-1.325779686	-0.338679968	-0.338679968	-0.338679968	-0.338679968	-1.325779686	-1.325779686	-0.338679968	-1.325779686	-0.338679968	-0.338679968	0.238736351	-1.325779686	-1.325779686	-0.338679968	-1.325779686	-1.325779686	-0.338679968	1.9532946	0.238736351	0.966194882	0.64841975	0.238736351	1.9532946	0.238736351	1.225836069	0.64841975	-0.338679968	1.445359566	0.238736351	-1.325779686	0.64841975	-0.338679968	0.966194882	0.966194882	-0.338679968	1.225836069	0.64841975	1.225836069	0.238736351	1.225836069	1.9532946	0.238736351	0.238736351	0.64841975	0.238736351	0.64841975	0.238736351	0.238736351	0.966194882	-0.338679968	-0.338679968	0.966194882	-0.338679968	-0.338679968	0.238736351	1.445359566	-0.338679968	0.238736351	1.445359566	-1.325779686	-0.338679968	-1.325779686	-0.338679968	-0.338679968	0.238736351	-1.325779686	-0.338679968	0.238736351	-1.325779686	-0.338679968	-0.338679968	0.238736351	-0.338679968	-1.325779686	-0.338679968	-0.338679968	-0.338679968	0.238736351	-1.325779686	-0.338679968	-0.338679968	1.225836069	-0.338679968	-1.325779686	0.238736351	0.238736351	-0.338679968	-0.338679968	0.238736351	-1.325779686	-0.338679968	-1.325779686	0.238736351	-1.325779686	-1.325779686	0.64841975	0.238736351	-0.338679968	-0.338679968	-1.325779686	-0.338679968	-1.325779686	-1.325779686	-1.325779686	-0.338679968	0.238736351	-0.338679968	-1.325779686	0.64841975	0.238736351	-1.325779686	-0.338679968	0.238736351	0.238736351	-1.325779686	0.238736351	0.64841975	-1.325779686	-0.338679968	-0.338679968	-1.325779686	-1.325779686	-0.338679968	-0.338679968	-1.325779686	-1.325779686	0.64841975	-1.325779686	-0.338679968	-0.338679968	-1.325779686	-0.338679968	-0.338679968	0.238736351	-0.338679968	0.64841975	0.64841975	-0.338679968	-0.338679968	-1.325779686	0.238736351	-0.338679968	0.966194882	-0.338679968	-0.338679968	-1.325779686	-0.338679968	0.966194882	0.238736351	0.64841975	1.445359566	-1.325779686	0.238736351	0.238736351	1.803252389	-1.325779686	0.966194882	-1.325779686	-1.325779686	0.238736351	-0.338679968	-0.338679968	-1.325779686	-0.338679968	-0.338679968	-0.338679968	0.238736351	0.64841975	0.64841975	-0.338679968	0.966194882	0.238736351	-1.325779686	-1.325779686	-1.325779686	0.64841975	-0.338679968	-0.338679968	-1.325779686	-1.325779686	0.238736351	-1.325779686	-1.325779686	-1.325779686	-1.325779686	-1.325779686	-1.325779686	-1.325779686	-1.325779686	0.64841975	-1.325779686	-1.325779686	-1.325779686	-1.325779686	-0.338679968	-1.325779686	-0.338679968	-1.325779686	-1.325779686
Zfp36	0.410065331	1.837636023	0.823028035	1.260786142	0.136194402	0.410065331	0.823028035	0.136194402	0.823028035	0.136194402	1.260786142	-0.714526409	1.131473947	0.136194402	0.633834174	1.131473947	1.582793857	0.410065331	0.136194402	0.410065331	0.410065331	0.410065331	1.377763251	0.633834174	1.131473947	0.823028035	1.131473947	0.986915212	0.136194402	0.633834174	1.582793857	1.758425915	0.136194402	1.377763251	0.136194402	-0.216886636	0.410065331	0.136194402	1.131473947	2.283041074	0.986915212	1.377763251	1.484554985	1.484554985	0.986915212	1.131473947	0.410065331	0.136194402	1.912042482	0.410065331	1.582793857	1.758425915	1.484554985	1.260786142	0.823028035	0.410065331	1.377763251	0.823028035	1.131473947	0.410065331	1.982194758	0.410065331	1.260786142	1.377763251	0.986915212	1.260786142	1.837636023	1.582793857	0.986915212	1.377763251	0.410065331	1.131473947	1.484554985	0.823028035	1.377763251	1.582793857	-0.216886636	0.136194402	0.986915212	0.633834174	1.484554985	0.823028035	0.633834174	1.582793857	-0.216886636	1.260786142	0.633834174	-0.714526409	1.377763251	1.673748846	0.633834174	0.823028035	1.377763251	1.912042482	1.260786142	1.758425915	0.986915212	0.633834174	-1.565247219	-0.714526409	0.136194402	0.410065331	-1.565247219	-0.216886636	0.410065331	0.136194402	0.410065331	1.582793857	0.633834174	-0.216886636	0.633834174	0.410065331	-0.714526409	0.136194402	-0.216886636	0.136194402	-0.714526409	-0.216886636	1.131473947	1.131473947	-0.714526409	-0.714526409	1.377763251	-0.216886636	-1.565247219	-0.714526409	0.986915212	0.986915212	1.484554985	0.823028035	-0.714526409	0.136194402	0.410065331	-1.565247219	-0.216886636	-0.216886636	1.484554985	0.410065331	1.260786142	1.260786142	0.136194402	-0.216886636	1.377763251	0.633834174	-0.714526409	0.823028035	-1.565247219	0.823028035	0.633834174	-1.565247219	0.410065331	1.131473947	1.131473947	0.633834174	0.410065331	0.136194402	0.986915212	1.582793857	-1.565247219	-0.216886636	-0.714526409	1.673748846	1.758425915	0.986915212	0.136194402	0.410065331	0.633834174	-0.216886636	-0.714526409	-0.216886636	0.823028035	-0.714526409	1.758425915	1.131473947	-1.565247219	-0.714526409	0.986915212	0.136194402	0.136194402	-0.216886636	0.633834174	-0.216886636	0.136194402	-0.714526409	0.633834174	-1.565247219	-0.216886636	-1.565247219	0.136194402	0.136194402	1.673748846	-0.714526409	-1.565247219	-1.565247219	-0.714526409	-0.714526409	-1.565247219	-1.565247219	-0.216886636	-1.565247219	-0.714526409	-1.565247219	-0.714526409	0.410065331	-0.714526409	-0.216886636	-0.216886636	0.823028035	0.633834174	0.136194402	0.410065331	-0.216886636	0.633834174	-0.216886636	-1.565247219	0.410065331	0.823028035	0.633834174	0.633834174	-0.714526409	0.410065331	0.410065331	1.260786142	0.410065331	0.823028035	-0.216886636	0.136194402	-0.714526409	-0.216886636	0.136194402	0.136194402	0.410065331	-0.714526409	0.986915212	0.410065331	0.633834174	0.410065331	0.633834174	0.823028035	-0.714526409	-1.565247219	-1.565247219	-1.565247219	1.260786142	-0.714526409	-0.216886636	0.136194402	-0.216886636	-1.565247219	-0.714526409	0.410065331	-1.565247219	-0.714526409	-1.565247219	-0.216886636	-1.565247219	-0.714526409	-0.714526409	-0.216886636	-1.565247219	-0.714526409	-1.565247219	0.823028035	0.410065331	-0.714526409	-0.714526409	0.136194402	-0.714526409	-0.216886636	-0.216886636	-1.565247219	-1.565247219	-1.565247219	-1.565247219	-1.565247219	-0.714526409	-1.565247219	-1.565247219	-1.565247219	0.410065331	-0.714526409	-1.565247219	-1.565247219	-0.714526409	-0.714526409	-0.714526409	-0.714526409	-1.565247219	-0.714526409	0.410065331	-1.565247219	-0.714526409	-1.565247219	-0.714526409	-0.714526409	-0.714526409	-1.565247219	-1.565247219	-0.714526409	-1.565247219	-0.216886636	-1.565247219	-1.565247219	-0.216886636	-0.714526409	-0.216886636	0.136194402	0.410065331	-1.565247219	-0.714526409	-0.714526409	0.986915212	0.136194402	0.410065331	-1.565247219	-0.216886636	-0.216886636	-1.565247219	0.410065331	-0.216886636	0.410065331	-0.714526409	-0.714526409	0.136194402	-0.714526409	-1.565247219	-0.714526409	-0.714526409	-0.216886636	0.136194402	-1.565247219	-1.565247219	0.136194402	-0.714526409	0.410065331	0.986915212	0.410065331	-0.216886636	-0.216886636	0.136194402	-1.565247219	0.136194402	-1.565247219	-0.714526409	0.633834174	-0.714526409	0.136194402	-1.565247219	0.136194402	-0.714526409	-0.216886636	0.410065331	-0.216886636	0.136194402	-1.565247219	1.377763251	-1.565247219	0.136194402	-0.216886636	-1.565247219	-1.565247219	-0.714526409	-0.714526409	-1.565247219	-1.565247219	-1.565247219	-1.565247219	-1.565247219	-0.714526409	-0.714526409	-0.216886636	-0.216886636	-1.565247219	-0.714526409	-0.216886636	0.410065331	-0.714526409	-1.565247219	-1.565247219	-0.216886636	0.136194402	-0.714526409	-1.565247219	-1.565247219
Egr1	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	0.967244346	-0.542420484	-0.542420484	0.967244346	0.967244346	3.36000649	-0.542420484	-0.542420484	-0.542420484	-0.542420484	1.85034166	-0.542420484	0.967244346	0.967244346	1.85034166	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	1.85034166	-0.542420484	1.85034166	-0.542420484	0.967244346	2.476909176	2.476909176	1.85034166	-0.542420484	-0.542420484	0.967244346	-0.542420484	1.85034166	2.476909176	-0.542420484	0.967244346	2.476909176	-0.542420484	-0.542420484	2.962912698	1.85034166	1.85034166	0.967244346	0.967244346	0.967244346	2.476909176	3.986574006	0.967244346	-0.542420484	0.967244346	-0.542420484	1.85034166	1.85034166	-0.542420484	-0.542420484	2.476909176	0.967244346	-0.542420484	2.476909176	1.85034166	2.962912698	-0.542420484	1.85034166	2.476909176	-0.542420484	0.967244346	1.85034166	1.85034166	-0.542420484	0.967244346	2.962912698	0.967244346	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	0.967244346	1.85034166	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	1.85034166	-0.542420484	0.967244346	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	1.85034166	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	1.85034166	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	2.962912698	0.967244346	0.967244346	-0.542420484	0.967244346	2.476909176	-0.542420484	-0.542420484	0.967244346	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	1.85034166	3.36000649	-0.542420484	-0.542420484	-0.542420484	0.967244346	1.85034166	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	0.967244346	-0.542420484	1.85034166	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	2.476909176	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	4.472577528	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	0.967244346	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	2.476909176	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	2.962912698	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	0.967244346	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	1.85034166	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484	-0.542420484
Dusp1	0.667306352	1.311267851	1.180216984	0.555007765	0.292090355	1.180216984	1.108786425	1.108786425	0.86413672	0.555007765	1.371703835	0.430867436	0.292090355	1.311267851	-0.524605715	-0.04686914	0.430867436	0.951453947	-0.04686914	1.311267851	0.134757877	-0.04686914	0.430867436	1.247563506	1.68083279	0.667306352	0.555007765	0.555007765	1.108786425	0.555007765	0.951453947	1.180216984	1.03274434	1.586523	1.429190522	0.76982693	1.247563506	0.555007765	1.371703835	1.586523	-0.261688305	1.586523	0.76982693	1.180216984	1.247563506	1.371703835	0.951453947	0.86413672	1.996913054	1.429190522	1.03274434	1.247563506	1.180216984	1.725300081	-0.04686914	1.311267851	0.86413672	1.180216984	1.247563506	0.292090355	1.429190522	1.03274434	1.03274434	0.292090355	0.76982693	1.03274434	1.03274434	1.809496132	1.03274434	0.292090355	1.03274434	1.108786425	1.84944041	1.371703835	1.247563506	0.76982693	1.311267851	0.951453947	1.247563506	0.555007765	1.180216984	0.76982693	0.76982693	1.768150017	0.430867436	1.536377417	1.586523	-0.524605715	1.311267851	1.247563506	0.555007765	1.108786425	1.809496132	1.725300081	1.247563506	0.86413672	1.247563506	0.292090355	-1.341301785	0.951453947	0.430867436	0.951453947	-1.341301785	0.667306352	-0.04686914	0.76982693	1.311267851	0.76982693	0.667306352	1.03274434	0.134757877	0.292090355	-0.261688305	-0.86356521	0.134757877	0.86413672	-0.524605715	0.292090355	0.76982693	0.555007765	0.134757877	0.134757877	1.03274434	0.134757877	-0.261688305	0.134757877	-0.524605715	0.292090355	0.555007765	0.292090355	0.76982693	0.430867436	0.76982693	-0.04686914	-0.261688305	0.134757877	1.108786425	0.86413672	0.555007765	1.03274434	-0.04686914	0.134757877	0.86413672	0.430867436	-1.341301785	0.134757877	-0.04686914	-0.04686914	-0.261688305	-0.524605715	0.430867436	0.76982693	0.292090355	0.86413672	0.134757877	0.134757877	0.667306352	1.03274434	-0.261688305	-0.86356521	-0.04686914	1.03274434	1.484002422	-0.261688305	0.134757877	-0.86356521	-0.04686914	0.667306352	-0.04686914	0.555007765	1.311267851	0.134757877	-0.04686914	0.292090355	0.555007765	-0.524605715	1.484002422	-0.524605715	0.134757877	0.134757877	-0.04686914	0.134757877	0.667306352	0.134757877	1.03274434	-0.86356521	1.180216984	-0.261688305	-0.524605715	-0.261688305	0.430867436	-0.86356521	-0.86356521	0.292090355	-0.261688305	-0.261688305	-0.04686914	0.134757877	-0.86356521	-1.341301785	1.180216984	-0.86356521	0.555007765	-0.524605715	0.134757877	0.555007765	0.292090355	-1.341301785	0.292090355	0.76982693	-0.261688305	-1.341301785	-0.261688305	-0.524605715	0.134757877	0.76982693	0.667306352	0.430867436	0.134757877	-0.524605715	0.134757877	0.292090355	0.951453947	-0.261688305	0.134757877	0.134757877	0.134757877	-0.524605715	-0.524605715	0.86413672	-0.86356521	0.86413672	-0.86356521	-0.261688305	0.667306352	-0.261688305	0.134757877	0.430867436	0.430867436	-0.524605715	-0.261688305	-2.157997855	-0.524605715	1.03274434	-1.341301785	-0.04686914	0.76982693	-0.524605715	-0.04686914	-0.261688305	0.430867436	-0.04686914	-0.04686914	-2.157997855	0.430867436	0.430867436	0.134757877	0.555007765	-0.261688305	-0.261688305	-0.524605715	-1.341301785	-0.524605715	0.292090355	-0.86356521	-0.261688305	-0.261688305	-0.524605715	0.430867436	0.134757877	-2.157997855	-0.04686914	0.292090355	-0.04686914	-0.261688305	-0.524605715	-0.261688305	-0.86356521	-0.261688305	0.134757877	-0.524605715	-0.524605715	-0.524605715	-2.157997855	-0.524605715	-0.86356521	-0.261688305	-2.157997855	-0.04686914	-0.261688305	-1.341301785	-2.157997855	-0.04686914	0.292090355	-0.261688305	-1.341301785	-0.524605715	-0.524605715	-0.524605715	-0.04686914	-2.157997855	-1.341301785	-2.157997855	-1.341301785	-2.157997855	-1.341301785	-0.524605715	-2.157997855	-2.157997855	-0.261688305	-1.341301785	-0.261688305	-1.341301785	0.292090355	-0.86356521	-0.04686914	0.76982693	-2.157997855	-0.524605715	-2.157997855	-0.04686914	-0.86356521	-1.341301785	-0.261688305	-2.157997855	-0.86356521	0.292090355	-0.04686914	-1.341301785	0.134757877	-2.157997855	-0.04686914	-0.04686914	-0.524605715	0.134757877	0.555007765	0.134757877	-1.341301785	-1.341301785	0.292090355	-2.157997855	0.134757877	-1.341301785	-2.157997855	0.76982693	-1.341301785	-0.86356521	-1.341301785	-0.86356521	-2.157997855	-2.157997855	-0.261688305	-1.341301785	-1.341301785	-2.157997855	0.667306352	-0.261688305	-2.157997855	-0.524605715	-1.341301785	-0.261688305	-1.341301785	-0.524605715	-1.341301785	-2.157997855	-1.341301785	-2.157997855	-2.157997855	-0.524605715	-0.86356521	-0.524605715	-0.86356521	-1.341301785	-2.157997855	-0.86356521	-1.341301785	-2.157997855	-2.157997855	-2.157997855	-0.524605715	-2.157997855	-2.157997855	-0.86356521	-0.524605715
